title,author,link,poem,audio
"“Le ciel est, par-dessus le toit…”",Paul VERLAINE,https://wheatoncollege.edu/vive-voix/titres//le-ciel-est-pardessus-le-toit/,"Le ciel est, par-dessus le toit,
Si bleu, si calme !
Un arbre, par-dessus le toit,
Berce sa palme.
La cloche, dans le ciel qu’on voit,
Doucement tinte.
Un oiseau sur l’arbre qu’on voit
Chante sa plainte.
Mon Dieu, mon Dieu, la vie est là,
Simple et tranquille.
Cette paisible rumeur-là
Vient de la ville.
–Qu’as-tu fait, ô toi que voilà
Pleurant sans cesse,
Dis, qu’as-tu fait, toi que voilà,
De ta jeunesse ?
dit par Madeleine RENAUD
Paul VERLAINE (Sagesse, 1881)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/cielestpardessus.mp3
La Cigale et la fourmi,Jean de LA FONTAINE,https://wheatoncollege.edu/vive-voix/titres//la-cigale-la-fourmi/,"La Cigale, ayant chanté
Tout l’été,
Se trouva fort dépourvue
Quand la bise fut venue.
Pas un seul petit morceau
De mouche ou de vermisseau.
Elle alla crier famine
Chez la fourmi sa voisine,
La priant de lui prêter
Quelque grain pour subsister
Jusqu’à la saison nouvelle.
« Je vous paierai, lui dit-elle,
Avant l’oût, foi d’animal,
Intérêt et principal. »
La Fourmi n’est pas prêteuse ;
C’est là son moindre défaut.
« Que faisiez-vous au temps chaud ?
Dit-elle à cette emprunteuse.
–Nuit et jour à tout venant
Je chantais, ne vous déplaise.
–Vous chantiez ? j’en suis fort aise.
Eh bien ! dansez maintenant. »
 
dit par Olivia Baudoin
dit par Gilles-Claude THERIAULT
Cigale & Fourmi dit par ?? (microsillon)
Jean de LA FONTAINE (Les Fables  1668-1678)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/cigalefourmi3.mp3
Le Cimetière marin,Paul VALÉRY,https://wheatoncollege.edu/vive-voix/titres//le-cimetire-marin/,"Ce toit tranquille, où marchent des colombes,
Entre les pins palpite, entre les tombes ;
Midi le juste y compose de feux
La mer, la mer, toujours recommencée !
O récompense après une pensée
Qu’un long regard sur le calme des dieux !
Quel pur travail de fins éclairs consume
Maint diamant d’imperceptible écume,
Et quelle paix semble se concevoir!
Quand sur l’abîme un soleil se repose,
Ouvrages purs d’une éternelle cause,
Le temps scintille et le songe est savoir.
Stable trésor, temple simple à Minerve,
Masse de calme, et visible réserve,
Eau sourcilleuse, Oeil qui gardes en toi
Tant de sommeil sous une voile de flamme,
O mon silence! . . . Édifice dans l’âme,
Mais comble d’or aux mille tuiles, Toit !
Temple du Temps, qu’un seul soupir résume,
À ce point pur je monte et m’accoutume,
Tout entouré de mon regard marin ;
Et comme aux dieux mon offrande suprême,
La scintillation sereine sème
Sur l’altitude un dédain souverain.
Comme le fruit se fond en jouissance,
Comme en délice il change son absence
Dans une bouche où sa forme se meurt,
Je hume ici ma future fumée,
Et le ciel chante à l’âme consumée
Le changement des rives en rumeur.
Beau ciel, vrai ciel, regarde-moi qui change !
Après tant d’orgueil, après tant d’étrange
Oisiveté, mais pleine de pouvoir,
Je m’abandonne à ce brillant espace,
Sur les maisons des morts mon ombre passe
Qui m’apprivoise à son frêle mouvoir.
L’âme exposée aux torches du solstice,
Je te soutiens, admirable justice
De la lumière aux armes sans pitié!
Je te tends pure à ta place première :
Regarde-toi! . . . Mais rendre la lumière
Suppose d’ombre une morne moitié.
O pour moi seul, à moi seul, en moi-même,
Auprès d’un coeur, aux sources du poème,
Entre le vide et l’événement pur,
J’attends l’écho de ma grandeur interne,
Amère, sombre, et sonore citerne,
Sonnant dans l’âme un creux toujours futur !
Sais-tu, fausse captive des feuillages,
Golfe mangeur de ces maigres grillages,
Sur mes yeux clos, secrets éblouissants,
Quel corps me traîne à sa fin paresseuse,
Quel front l’attire à cette terre osseuse ?
Une étincelle y pense à mes absents.
Fermé, sacré, plein d’un feu sans matière,
Fragment terrestre offert à la lumière,
Ce lieu me plaît, dominé de flambeaux,
Composé d’or, de pierre et d’arbres sombres,
Où tant de marbre est tremblant sur tant d’ombres ;
La mer fidèle y dort sur mes tombeaux !
Chienne splendide, écarte l’idolâtre !
Quand solitaire au sourire de pâtre,
Je pais longtemps, moutons mystérieux,
Le blanc troupeau de mes tranquilles tombes,
Éloignes-en les prudentes colombes,
Les songes vains, les anges curieux !
Ici venu, l’avenir est paresse.
L’insecte net gratte la sécheresse ;
Tout est brûlé, défait, reçu dans l’air
A je ne sais quelle sévère essence …
La vie est vaste, étant ivre d’absence,
Et l’amertume est douce, et l’esprit clair.
Les morts cachés sont bien dans cette terre
Qui les réchauffe et sèche leur mystère.
Midi là-haut, Midi sans mouvement
En soi se pense et convient à soi-même …
Tête complète et parfait diadème,
Je suis en toi le secret changement.
Tu n’as que moi pour contenir tes craintes !
Mes repentirs, mes doutes, mes contraintes
Sont le défaut de ton grand diamant …
Mais dans leur nuit toute lourde de marbres,
Un peuple vague aux racines des arbres
A pris déjà ton parti lentement.
Ils ont fondu dans une absence épaisse,
L’argile rouge a bu la blanche espèce,
Le don de vivre a passé dans les fleurs !
Où sont des morts les phrases familières,
L’art personnel, les âmes singulières ?
La larve file où se formaient les pleurs.
Les cris aigus des filles chatouillées,
Les yeux, les dents, les paupières mouillées,
Le sein charmant qui joue avec le feu,
Le sang qui brille aux lèvres qui se rendent,
Les derniers dons, les doigts qui les défendent,
Tout va sous terre et rentre dans le jeu !
Et vous, grande âme, espérez-vous un songe
Qui n’aura plus ces couleurs de mensonge
Qu’aux yeux de chair l’onde et l’or font ici ?
Chanterez-vous quand serez vaporeuse ?
Allez! Tout fuit! Ma présence est poreuse,
La sainte impatience meurt aussi !
Maigre immortalité noire et dorée,
Consolatrice affreusement laurée,
Qui de la mort fais un sein maternel,
Le beau mensonge et la pieuse ruse !
Qui ne connaît, et qui ne les refuse,
Ce crâne vide et ce rire éternel !
Pères profonds, têtes inhabitées,
Qui sous le poids de tant de pelletées,
Êtes la terre et confondez nos pas,
Le vrai rongeur, le ver irréfutable
N’est point pour vous qui dormez sous la table,
Il vit de vie, il ne me quitte pas !
Amour, peut-être, ou de moi-même haine ?
Sa dent secrète est de moi si prochaine
Que tous les noms lui peuvent convenir !
Qu’importe! Il voit, il veut, il songe, il touche !
Ma chair lui plaît, et jusque sur ma couche,
À ce vivant je vis d’appartenir !
Zénon! Cruel Zénon ! Zénon d’Êlée!
M’as-tu percé de cette flèche ailée
Qui vibre, vole, et qui ne vole pas !
Le son m’enfante et la flèche me tue !
Ah ! le soleil . . . Quelle ombre de tortue
Pour l’âme, Achille immobile à grands pas !
Non, non ! …. Debout ! Dans l’ère successive
Brisez, mon corps, cette forme pensive !
Buvez, mon sein, la naissance du vent !
Une fraîcheur, de la mer exhalée,
Me rend mon âme . . . O puissance salée !
Courons à l’onde en rejaillir vivant !
Oui! grande mer de délires douée,
Peau de panthère et chlamyde trouée
De mille et mille idoles du soleil,
Hydre absolue, ivre de ta chair bleue,
Qui te remords l’étincelante queue
Dans un tumulte au silence pareil,
Le vent se lève! . . . il faut tenter de vivre !
L’air immense ouvre et referme mon livre,
La vague en poudre ose jaillir des rocs !
Envolez-vous, pages tout éblouies !
Rompez, vagues! Rompez d’eaux réjouies
Ce toit tranquille où picoraient des focs !
dit par Paul MANKIN
dit par l’auteur (extrait)
Paul VALÉRY (Charmes, 1922)
",https://wheatoncollege.edu/wp-content/uploads/2013/12/cimetiere2.mp3
Cité de la Muette,Nicolas GRENIER,https://wheatoncollege.edu/vive-voix/titres//cite-de-la-muette/,"Dans les murs de la cité de la Muette,
Des Français, des Juifs, des foules honnêtes.
Les uns rêvent de lointains paysages,
Les autres traînent devant le grillage.
Dans les bras, des enfants à l’agonie.
Les corps faméliques meurent d’ennui.
Au-delà du mur, la fraternité,
L’hiver, l’été, la vie, la liberté.
À la lumière d’un mirador,
Un cortège d’hommes à demi-morts.
L’étoile jaune greffée dans le cœur,
Ils s’éclipsent ni vaincu ni vainqueur.
Nuit et jour, sous les cieux sang et or,
Les convois roulent jusqu’à Sobibor.
dit par Gabrielle de Lassus Saint-Geniés
Nicolas GRENIER
",https://wheatoncollege.edu/wp-content/uploads/2016/02/citedelamuette.mp3
Clair de lune,Paul VERLAINE,https://wheatoncollege.edu/vive-voix/titres//clair-de-lune/,"Votre âme est un paysage choisi
Que vont charmant masques et bergamasques
Jouant du luth et dansant et quasi
Tristes sous leurs déguisements fantasques.
Tout en chantant sur le mode mineur
L’amour vainqueur et la vie opportune
Ils n’ont pas l’air de croire à leur bonheur
Et leur chanson se mêle au clair de lune,
Au calme clair de lune triste et beau,
Qui fait rêver les oiseaux dans les arbres
Et sangloter d’extase les jets d’eau,
Les grands jets d’eau sveltes parmi les marbres.
dit par Jean-Claude PASCAL
Paul VERLAINE (Fêtes galantes, 1869)
 
",https://wheatoncollege.edu/wp-content/uploads/2011/01/clairdelune.mp3
Les Colchiques,Guillaume APOLLINAIRE,https://wheatoncollege.edu/vive-voix/titres//colchiques/,"Le pré est vénéneux mais joli en automne
Les vaches y paissant
Lentement s’empoisonnent
Le colchique couleur de cerne et de lilas
Y fleurit tes yeux sont comme cette fleur-là
Violâtres comme leur cerne et comme cet automne
Et ma vie pour tes yeux lentement s’empoisonne
Les enfants de l’école viennent avec fracas
Vêtus de hoquetons et jouant de l’harmonica
Ils cueillent les colchiques qui sont comme des mères
Filles de leurs filles et sont couleur de tes paupières
Qui battent comme les fleurs battent au vent dément
Le gardien du troupeau chante tout doucement
Tandis que lentes et meuglant les vaches abandonnent
Pour toujours ce grand pré mal fleuri par l’automne
dit par Jacques DUBY
Guillaume APOLLINAIRE (Alcools, 1913)
© 1920 Éditions Gallimard
",https://wheatoncollege.edu/wp-content/uploads/2011/01/colchiques.mp3
Colloque sentimental,Paul VERLAINE,https://wheatoncollege.edu/vive-voix/titres//colloque-sentimental/,"Dans le vieux parc solitaire et glacé
Deux formes ont tout à l’heure passé.
Leurs yeux sont morts et leurs lèvres sont molles,
Et l’on entend à peine leurs paroles.
Dans le vieux parc solitaire et glacé
Deux spectres ont évoqué le passé.
–Te souvient-il de notre extase ancienne ?
–Pourquoi voulez-vous donc qu’il m’en souvienne ?
–Ton coeur bat-il toujours à mon seul nom ?
Toujours vois tu mon âme en rêve? –Non.
–Ah! les beaux jours de bonheur indicible
Où nous joignions nos bouches! –C’est possible.
Qu’il était bleu, le ciel, et grand l’espoir !
–L’espoir a fui, vaincu, vers le ciel noir.
Tels ils marchaient dans les avoines folles,
Et la nuit seule entendit leurs paroles.
dit par Jean YONNEL
Paul VERLAINE (Fêtes galantes, 1869)
 
",https://wheatoncollege.edu/wp-content/uploads/2011/01/colloquesentimental.mp3
Complainte du petit cheval blanc,Paul FORT,https://wheatoncollege.edu/vive-voix/titres//complainte-du-petit-cheval-blanc/,"Le petit cheval dans le mauvais temps,
Qu’il avait donc du courage!
C’était un petit cheval blanc,
Tous derrière et lui devant.
Il n’y avait jamais de beau temps
Dans ce pauvre paysage,
Il n’y avait jamais de printemps,
Ni derrière, ni devant.
Mais toujours il était content,
Menant les gars du village,
A travers la pluie noire des champs,
Tous derrière et lui devant.
Sa voiture allait poursuivant
Sa belle petite queue sauvage.
C’est alors qu’il était content,
Eux derrière et lui devant.
Mais un jour, dans le mauvais temps,
Un jour qu’il était si sage,
Il est mort par un éclair blanc,
Tous derrière et lui devant.
Il est mort sans voir le beau temps,
Qu’il avait donc du courage!
Il est mort sans voir le printemps
Ni derrière, ni devant.
dit par Jean DESAILLY
Paul FORT
",https://wheatoncollege.edu/wp-content/uploads/2011/01/complaintecheval.mp3
Confession,Charles BAUDELAIRE,https://wheatoncollege.edu/vive-voix/titres//confession/,"Une fois, une seule, aimable et douce femme,
A mon bras votre bras poli
S’appuya (sur le fond ténébreux de mon âme
Ce souvenir n’est point pâli) ;
Il était tard; ainsi qu’une médaille neuve
La pleine lune s’étalait,
Et la solennité de la nuit, comme un fleuve,
Sur Paris dormant ruisselait.
Et le long des maisons, sous les portes cochères,
Des chats passaient furtivement,
L’oreille au guet, ou bien, comme des ombres chères,
Nous accompagnaient lentement.
Tout à coup, au milieu de l’intimité libre
Eclose à la pâle clarté,
De vous, riche et sonore instrument où ne vibre
Que la radieuse gaieté,
De vous, claire et joyeuse ainsi qu’une fanfare
Dans le matin étincelant,
Une note plaintive, une note bizarre
S’échappa, tout en chancelant
Comme une enfant chétive, horrible, sombre, immonde,
Dont sa famille rougirait,
Et qu’elle aurait longtemps, pour la cacher au monde,
Dans un caveau mise au secret.
Pauvre ange, elle chantait, votre note criarde :
« Que rien ici-bas n’est certain,
Et que toujours, avec quelque soin qu’il se farde,
Se trahit l’égoïsme humain ;
Que c’est un dur métier que d’être belle femme,
Et que c’est le travail banal
De la danseuse folle et froide qui se pâme
Dans un sourire machinal ;
Que bâtir sur les coeurs est une chose sotte ;
Que tout craque, amour et beauté,
Jusqu’à ce que l’oubli les jette dans sa hotte
Pour les rendre à l’Eternité ! »
J’ai souvent évoqué cette lune enchantée,
Ce silence et cette langueur,
Et cette confidence horrible chuchotée
Au confessionnal du coeur.
 
dit par Jean DESCHAMPS
Charles BAUDELAIRE (Les Fleurs du mal, 1857)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/confession.mp3
Les Conquérants,José-Maria DE HÉRÉDIA,https://wheatoncollege.edu/vive-voix/titres//les-conqurants/,"Comme un vol de gerfauts hors du charnier natal,
Fatigués de porter leurs misères hautaines,
De Palos de Moguer, routiers et capitaines
Partaient, ivres d’un rêve héroïque et brutal.
Ils allaient conquérir le fabuleux métal
Que Cipango mûrit dans ses mines lointaines,
Et les vents alizés inclinaient leurs antennes
Aux bords mystérieux du monde Occidental.
Chaque soir, espérant des lendemains épiques,
L’azur phosphorescent de la mer des Tropiques
Enchantait leur sommeil d’un mirage doré;
Ou penchés à l’avant des blanches caravelles,
Ils regardaient monter en un ciel ignoré
Du fond de l’Océan des étoiles nouvelles.
dit par André NERMAN
José-Maria DE HÉRÉDIA (Les Trophées, 1893)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/conquerants.mp3
CONSEIL DE TOUTE IMPORTANCE,Jean COCTEAU,https://wheatoncollege.edu/vive-voix/titres//conseil-de-toute-importance/,"Un dormeur ne doit pas parler de qui l’occupe.
Les jeunes filles plument volontiers ces coqs
Blessés par l’automne, enroulés dans leurs jupes,
Et plus coloriés que maillets de croquet.
A tout prix il faut se taire, soyons braves ;
N’avoir pas l’air de nous connaître est fort prudent.
Si c’est par une erreur que vous sortez du rêve,
Les filles ont vite fait d’y mettre la dent.
Tenons-nous à l’écart des crimes de l’automne,
A toute vitesse tournez votre arc en ciel.
Sur l’herbe les filles dansent avec les hommes.
Sautant naïvement entre leurs bras cruels.
Dormeur, attendez-moi derrière l’arbre à songes,
(Pourvu que l’orchestre me laisser m’endormir)
Pourvu que jusqu’à vous mes deux jambes s’allongent,
Comme le clair de lune allongé sur la mer.
dit par Jean MERCURE
Jean COCTEAU (Opéra, 1925-1927)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/conseil.mp3
Consolation à Monsieur Du Perier,François de MALHERBE,https://wheatoncollege.edu/vive-voix/titres//consolation-monsieur-du-perier-gentilhomme-daix-en-provence-sur-la-mort-de-sa-fille/,"Ta douleur, Du Perier, sera donc eternelle,
Et les tristes discours
Que te met en l’esprit l’amitié paternelle
L’augmenteront tousjours!
Le malheur de ta fille au tombeau descenduë
Par un commun trespas,
Est-ce quelque dedale où ta raison perduë
Ne se retreuve pas?
Je sçay de quels appas son enfance estoit pleine,
Et n’ay pas entrepris,
Injurieux ami, de soulager ta peine
Avecque son mespris.
Mais elle estoit du monde, où les plus belles choses
Ont le pire destin,
Et rose elle a vescu ce que vivent les roses,
L’espace d’un matin.
Puis quand ainsi seroit, que selon ta priere,
Elle auroit obtenu
D’avoir en cheveux blancs terminé sa carriere,
Qu’en fust-il advenu?
Penses-tu que, plus vieille, en la maison celeste
Elle eust eu plus d’accueil?
Ou qu’elle eust moins senti la poussiere funeste
Et les vers du cercueil?
Non, non, mon Du Périer, aussi-tost que la Parque
Oste l’ame du corps,
L’âge s’évanoüit au deça de la barque,
Et ne suit point les morts.
Tithon n’a plus les ans que le firent cigale,
Et Pluton aujourd’huy,
Sans égard du passé, les merites égale
D’Archemore et de luy.
Ne te lasse donc plus d’inutiles complaintes,
Mais sage à l’advenir,
Aime une ombre comme ombre, et de cendres esteintes
Esteins le souvenir.
C’est bien, je le confesse, une juste coustume,
Que le coeur affligé,
Par le canal des yeux vuidant son amertume,
Cherche d’estre allegé.
Mesme, quand il advient que la tombe separe
Ce que nature a joint,
Celuy qui ne s’esmeut a l’ame d’un barbare,
Ou n’en a du tout point.
Mais d’estre inconsolable, et dedans sa memoire
Enfermer un ennuy,
N’est-ce pas se hayr pour acquerir la gloire
De bien aimer autruy ?
Priam, qui vit ses fils abbatus par Achille,
Desnué de support,
Et hors de tout espoir du salut de sa ville,
Receut du reconfort.
François, quand la Castille, inégale à ses armes,
Luy vola son Dauphin,
Sembla d’un si grand coup devoir jetter des larmes
Qui n’eussent point de fin.
Il les secha pourtant, et comme un autre Alcide
Contre fortune instruict,
Fit qu’à ses ennemis d’un acte si perfide
La honte fut le fruict.
Leur camp, qui la Durance avoit presque tarie
De bataillons espais,
Entendant sa constance eut peur de sa furie,
Et demanda la paix.
De moy, desja deux fois d’une pareille foudre
Je me suis vu perclus,
Et deux fois la raison m’a si bien fait resoudre
Qu’il ne m’en souvient plus.
Non qu’il ne me soit grief que la tombe possede
Ce qui me fut si cher;
Mais en un accident qui n’a point de remede,
II n’en faut point chercher.
La mort a des rigueurs à nulle autre pareilles:
On a beau la prier,
La cruelle qu’elle est se bouche les oreilles,
Et nous laisse crier.
Le pauvre en sa cabane, où le chaume le couvre,
Est sujet à ses loix,
Et la garde qui veille aux barrieres du Louvre
N’en défend point nos rois.
De murmurer contr’elle et perdre patience,
II est mal à propos:
Vouloir ce que Dieu veut est la seule science
Qui nous met en repos.
dit par Gérard PHILIPPE
François de MALHERBE
",https://wheatoncollege.edu/wp-content/uploads/2011/01/consolationduperier.mp3
Conversation,Jean TARDIEU,https://wheatoncollege.edu/vive-voix/titres//conversation/,"(sur le pas de la porte, avec bonhomie.)
Comment ça va sur la terre?
–Ça va ça va, ça va bien.
Les petits chiens sont-ils prospères?
–Mon Dieu oui merci bien.
Et les nuages?
–Ça flotte.
Et les volcans?
–Ça mijote.
Et les fleuves?
–Ça s’écoule.
Et le temps?
–Ça se déroule.
Et votre âme?
–Elle est malade
le printemps était trop vert
elle a mangé trop de salade.
dit par Gilles-Claude THERIAULT
Jean TARDIEU (Monsieur Monsieur, 1951)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/conversation.mp3
Le Corbeau et le renard,Jean de LA FONTAINE,https://wheatoncollege.edu/vive-voix/titres//le-corbeau-le-renard/,"Maître corbeau, sur un arbre perché,
Tenait en son bec un fromage.
Maître renard, par l’odeur alléché,
 Lui tint à peu près ce langage :
« Hé ! bonjour Monsieur du Corbeau.
Que vous êtes joli ! que vous me semblez beau !
    Sans mentir, si votre ramage
    Se rapporte à votre plumage,
Vous êtes le phénix des hôtes de ces bois. »
A ces mots, le corbeau ne se sent pas de joie ;
    Et pour montrer sa belle voix,
Il ouvre un large bec, laisse tomber sa proie.
Le renard s’en saisit, et dit : « Mon bon monsieur,
    Apprenez que tout flatteur
Vit aux dépens de celui qui l’écoute.
Cette leçon vaut bien un fromage sans doute. »
    Le corbeau honteux et confus,
Jura, mais un peu tard , qu’on ne l’y prendrait plus.
 
dit par Axel NORBELLY
dit par Olivia BAUDOIN
Jean de LA FONTAINE (Les Fables,  1668-1678)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/corbeauetrenard.mp3
Correspondances,Charles BAUDELAIRE,https://wheatoncollege.edu/vive-voix/titres//correspondances/,"La Nature est un temple où de vivants piliers
Laissent parfois sortir de confuses paroles ;
L’homme y passe à travers des forêts de symboles
Qui l’observent avec des regards familiers.
Comme de longs échos qui de loin se confondent
Dans une ténébreuse et profonde unité,
Vaste comme la nuit et comme la clarté,
Les parfums, les couleurs et les sons se répondent.
Il est des parfums frais comme des chairs d’enfants,
Doux comme les hautbois, verts comme les prairies,
–Et d’autres, corrompus, riches et triomphants,
Ayant l’expansion des choses infinies,
Comme l’ambre, le musc, le benjoin et l’encens,
Qui chantent les transports de l’esprit et des sens.
 
dit par Peter MARQUIS
dit par Linette FISHER
Charles BAUDELAIRELes Fleurs du mal, 1857)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/correspondances.mp3
Cors de chasse,Guillaume APOLLINAIRE,https://wheatoncollege.edu/vive-voix/titres//corsdechasse/,"Notre histoire est noble et tragique
Comme le masque d’un tyran
Nul drame hasardeux ou magique
Aucun détail indifférent
Ne rend notre amour pathétique
Et Thomas de Quincey buvant
L’opium poison doux et chaste
À sa pauvre Anne allait rêvant
Passons passons puisque tout passe
Je me retournerai souvent
Les souvenirs sont cors de chasse
Dont meurt le bruit parmi le vent
dit par Loïza Nellec MILES
Guillaume APOLLINAIRE (Alcools, 1913)
© 1920 Editions Gallimard
",https://wheatoncollege.edu/wp-content/uploads/2011/01/corsdechasse.mp3
La Courbe de tes yeux,Paul ÉLUARD,https://wheatoncollege.edu/vive-voix/titres//la-courbe-de-tes-yeux/,"La courbe de tes yeux fait le tour de mon coeur,
Un rond de danse et de douceur,
Auréole du temps, berceau nocturne et sûr,
Et si je ne sais plus tout ce que j’ai vécu
C’est que tes yeux ne m’ont pas toujours vu.
Feuilles de jour et mousse de rosée,
Roseaux du vent, sourires parfumés,
Ailes couvrant le monde de lumière,
Bateaux chargés du ciel et de la mer,
Chasseurs des bruits et sources des couleurs,
Parfums éclos d’une couvée d’aurores
Qui gît toujours sur la paille des astres,
Comme le jour dépend de l’innocence
Le monde entier dépend de tes yeux purs
Et tout mon sang coule dans leurs regards.
dit par Peter MARQUIS
Paul ÉLUARD (Capitale de la douleur, 1926)
 
",https://wheatoncollege.edu/wp-content/uploads/2011/01/courbedetesyeux.mp3
La Couronne effeuillée,Marceline DESBORDES-VALMORE,https://wheatoncollege.edu/vive-voix/titres//la-couronne-effeuille/,"J‘irai, j’irai porter ma couronne effeuillée
Au jardin de mon père où revit toute fleur ;
J’y répandrai longtemps mon âme agenouillée :
Mon père a des secrets pour vaincre la douleur.
J’irai, j’irai lui dire, au moins avec mes larmes :
“Regardez, j’ai souffert… ” il me regardera,
Et sous mes jours changés, sous mes pâleurs sans charmes,
Parce qu’il est mon père il me reconnaîtra.
Il dira : “C’est donc vous, chère âme désolée
La terre manque-t-elle à vos pas égarés ?
Chère âme, je suis Dieu : ne soyez plus troublée ;
Voici votre maison, voici mon coeur, entrez ! ”
Ô clémence ! ô douceur ! ô saint refuge ! ô père !
Votre enfant qui pleurait vous l’avez entendu !
Je vous obtiens déjà puisque je vous espère
Et que vous possédez tout ce que j’ai perdu.
Vous ne rejetez pas la fleur qui n’est plus belle ;
Ce crime de la terre au ciel est pardonné.
Vous ne maudirez pas votre enfant infidèle,
Non d’avoir rien vendu, mais d’avoir tout donné.
dit par Maria MAUBAN
Marceline DESBORDES-VALMORE (Poésies posthumes, 1860)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/couronne.mp3
Couvre-feu,Paul ÉLUARD,https://wheatoncollege.edu/vive-voix/titres//couvrefeu/,"Que voulez-vous la porte était gardée
Que voulez-vous nous étions enfermés
Que voulez-vous la rue était barrée
Que voulez-vous la ville était matée
Que voulez-vous elle était affamée
Que voulez-vous nous étions désarmés
Que voulez-vous la nuit était tombée
Que voulez-vous nous nous sommes aimés.
dit par Gérard PHILIPE
Paul ÉLUARD (Poésie et vérité, 1942)
",https://wheatoncollege.edu/wp-content/uploads/2011/01/couvrefeu.mp3
Le Cygne,Charles BAUDELAIRE,https://wheatoncollege.edu/vive-voix/titres//cygne/,"à Victor HUGO
Andromaque, je pense à vous ! Ce petit fleuve,
Pauvre et triste miroir où jadis resplendit
L’immense majesté de vos douleurs de veuve,
Ce Simoïs menteur qui par vos pleurs grandit,
A fécondé soudain ma mémoire fertile,
Comme je traversais le nouveau Carrousel.
Le vieux Paris n’est plus (la forme d’une ville
Change plus vite, hélas! que le coeur d’un mortel) ;
Je ne vois qu’en esprit tout ce camp de baraques,
Ces tas de chapiteaux ébauchés et de fûts,
Les herbes, les gros blocs verdis par l’eau des flaques,
Et, brillant aux carreaux, le bric-à-brac confus.
Là s’étalait jadis une ménagerie ;
Là je vis, un matin, à l’heure où sous les cieux
Froids et clairs le Travail s’éveille, où la voirie
Pousse un sombre ouragan dans l’air silencieux,
Un cygne qui s’était évadé de sa cage,
Et, de ses pieds palmés frottant le pavé sec,
Sur le sol raboteux traînait son blanc plumage.
Près d’un ruisseau sans eau la bête ouvrant le bec
Baignait nerveusement ses ailes dans la poudre,
Et disait, le coeur plein de son beau lac natal :
« Eau, quand donc pleuvras-tu? quand tonneras-tu, foudre ? »
Je vois ce malheureux, mythe étrange et fatal,
Vers le ciel quelquefois, comme l’homme d’Ovide,
Vers le ciel ironique et cruellement bleu,
Sur son cou convulsif tendant sa tête avide,
Comme s’il adressait des reproches à Dieu!
Paris change ! mais rien dans ma mélancolie
N’a bougé ! palais neufs, échafaudages, blocs,
Vieux faubourgs, tout pour moi devient allégorie,
Et mes chers souvenirs sont plus lourds que des rocs.
Aussi devant ce Louvre une image m’opprime :
Je pense à mon grand cygne, avec ses gestes fous,
Comme les exilés, ridicule et sublime,
Et rongé d’un désir sans trêve ! et puis à vous,
Andromaque, des bras d’un grand époux tombée,
Vil bétail, sous la main du superbe Pyrrhus,
Auprès d’un tombeau vide en extase courbée ;
Veuve d’Hector, hélas ! et femme d’Hélénus !
Je pense à la négresse, amaigrie et phtisique,
Piétinant dans la boue, et cherchant, l’oeil hagard,
Les cocotiers absents de la superbe Afrique
Derrière la muraille immense du brouillard ;
A quiconque a perdu ce qui ne se retrouve
Jamais, jamais ! à ceux qui s’abreuvent de pleurs
Et tettent la Douleur comme une bonne louve !
Aux maigres orphelins séchant comme des fleurs !
Ainsi dans la forêt où mon esprit s’exile
Un vieux Souvenir sonne à plein souffle du cor!
Je pense aux matelots oubliés dans une île,
Aux captifs, aux vaincus !… à bien d’autres encor!
 
dit par Georges GUY
dit par Eva LE GALLIENNE
Charles BAUDELAIRE (Les Fleurs du mal, 1857)
",https://wheatoncollege.edu/wp-content/uploads/2017/12/cygne.mp3
